source_label,query_used,fdcId,description,dataType,calories,protein,fat,carbohydrates,normalized_description
bread_pudding,bread pudding,2705680,"Pudding, bread",Survey (FNDDS),156.0,5.6,4.86,23.53,pudding bread
bread_pudding,bread pudding,2705697,Banana pudding,Survey (FNDDS),160.0,2.57,4.26,28.0,banana pudding
bread_pudding,bread pudding,2705685,"Pudding, rice",Survey (FNDDS),108.0,3.23,2.15,18.39,pudding rice
bread_pudding,bread pudding,2708949,Noodle pudding,Survey (FNDDS),209.0,5.94,7.4,31.02,noodle pudding
bread_pudding,bread pudding,2705679,"Pudding, chocolate, NFS",Survey (FNDDS),142.0,2.09,4.6,23.01,pudding chocolate nfs
bread_pudding,bread pudding,2705686,"Firni, Indian pudding",Survey (FNDDS),144.0,3.58,3.11,25.13,firni indian pudding
bread_pudding,bread pudding,2709380,Baby Toddler pudding,Survey (FNDDS),86.0,1.76,0.98,17.58,baby toddler pudding
bread_pudding,bread pudding,2710046,"Corn, scalloped or pudding",Survey (FNDDS),116.0,4.54,5.12,14.98,corn scalloped or pudding
bread_pudding,bread pudding,2705694,"Pudding, chocolate, ready-to-eat",Survey (FNDDS),142.0,2.09,4.6,23.01,pudding chocolate ready to eat
bread_pudding,bread pudding,2705696,"Pudding, tapioca, ready-to-eat",Survey (FNDDS),130.0,1.95,3.88,21.69,pudding tapioca ready to eat
breakfast_burrito,breakfast burrito,2315891,BREAKFAST BURRITO,Branded,198.0,8.13,7.77,26.2,breakfast burrito
breakfast_burrito,breakfast burrito,2090399,BREAKFAST BURRITO,Branded,216.0,11.0,10.6,18.9,breakfast burrito
breakfast_burrito,breakfast burrito,508730,BREAKFAST BURRITO,Branded,188.0,5.29,8.24,22.4,breakfast burrito
breakfast_burrito,breakfast burrito,2113984,BREAKFAST BURRITO,Branded,206.0,6.47,6.47,31.2,breakfast burrito
breakfast_burrito,breakfast burrito,508731,BREAKFAST BURRITO,Branded,218.0,7.65,10.6,21.2,breakfast burrito
breakfast_burrito,breakfast burrito,170787,"Fast foods, breakfast burrito, with egg, cheese, and sausage",SR Legacy,1160.0,11.1,15.6,23.0,fast foods breakfast burrito with egg cheese and sausage
breakfast_burrito,breakfast burrito,2707343,Egg burrito,Survey (FNDDS),249.0,10.91,13.71,20.06,egg burrito
breakfast_burrito,breakfast burrito,2708534,"Burrito, NFS",Survey (FNDDS),219.0,11.12,8.54,23.87,burrito nfs
breakfast_burrito,breakfast burrito,2707345,"Egg burrito, with bacon",Survey (FNDDS),260.0,12.12,14.84,19.09,egg burrito with bacon
breakfast_burrito,breakfast burrito,2707344,"Egg burrito, with sausage",Survey (FNDDS),257.0,11.27,14.96,18.88,egg burrito with sausage
breakfast_burrito,breakfast burrito,2707346,"Egg burrito, with ham",Survey (FNDDS),242.0,11.29,13.22,19.09,egg burrito with ham
breakfast_burrito,breakfast burrito,2708535,"Burrito, beef, cheese",Survey (FNDDS),267.0,13.28,10.68,28.33,burrito beef cheese
breakfast_burrito,breakfast burrito,2708554,"Burrito, cheese only",Survey (FNDDS),328.0,13.69,16.53,30.59,burrito cheese only
breakfast_burrito,breakfast burrito,2708543,"Burrito, chicken, cheese",Survey (FNDDS),244.0,13.74,8.06,28.33,burrito chicken cheese
breakfast_burrito,breakfast burrito,2708550,"Burrito, meat, no cheese",Survey (FNDDS),262.0,12.85,9.75,29.63,burrito meat no cheese
bruschetta,bruschetta,2707652,Bruschetta,Survey (FNDDS),171.0,4.29,7.61,21.32,bruschetta
bruschetta,bruschetta,2025895,BRUSCHETTA,Branded,94.0,4.06,7.81,6.25,bruschetta
bruschetta,bruschetta,2420244,BRUSCHETTA,Branded,83.0,0.0,8.33,6.67,bruschetta
bruschetta,bruschetta,2449461,BRUSCHETTA,Branded,133.0,0.0,13.3,6.67,bruschetta
bruschetta,bruschetta,2134443,BRUSCHETTA,Branded,71.0,0.0,5.36,3.57,bruschetta
bruschetta,bruschetta,2085320,BRUSCHETTA,Branded,48.0,0.0,3.23,6.45,bruschetta
bruschetta,bruschetta,1913840,BRUSCHETTA,Branded,83.0,0.0,6.67,3.33,bruschetta
bruschetta,bruschetta,1814127,BRUSCHETTA,Branded,70.0,1.0,5.0,5.0,bruschetta
bruschetta,bruschetta,2121413,BRUSCHETTA,Branded,800.0,0.0,93.3,0.0,bruschetta
bruschetta,bruschetta,2399547,"BRUSCHETTA ARTICHOKE, BRUSCHETTA",Branded,214.0,3.57,17.9,10.7,bruschetta artichoke bruschetta
bruschetta,bruschetta,2405313,"BRUSCHETTA TOPPING, BRUSCHETTA",Branded,67.0,0.0,5.0,3.33,bruschetta topping bruschetta
bruschetta,bruschetta,2209519,"BRUSCHETTA LENTIL CHIPS, BRUSCHETTA",Branded,464.0,10.7,21.4,64.3,bruschetta lentil chips bruschetta
bruschetta,bruschetta,2399549,"BRUSCHETTA OLIVE MEDLEY, BRUSCHETTA",Branded,214.0,0.0,21.4,7.14,bruschetta olive medley bruschetta
bruschetta,bruschetta,2035612,"BRUSCHETTA SEASONING MIX, BRUSCHETTA",Branded,333.0,16.7,0.0,50.0,bruschetta seasoning mix bruschetta
bruschetta,bruschetta,2372530,"BRUSCHETTA VEGGIE CHIPS, BRUSCHETTA",Branded,500.0,3.57,25.0,64.3,bruschetta veggie chips bruschetta
bruschetta,bruschetta appetizer,2707652,Bruschetta,Survey (FNDDS),171.0,4.29,7.61,21.32,bruschetta
bruschetta,bruschetta appetizer,2656331,"EGGPLANT APPETIZER CAPONATA, EGGPLANT APPETIZER",Branded,70.0,1.0,4.0,9.0,eggplant appetizer caponata eggplant appetizer
bruschetta,bruschetta appetizer,2399547,"BRUSCHETTA ARTICHOKE, BRUSCHETTA",Branded,214.0,3.57,17.9,10.7,bruschetta artichoke bruschetta
bruschetta,bruschetta appetizer,2405313,"BRUSCHETTA TOPPING, BRUSCHETTA",Branded,67.0,0.0,5.0,3.33,bruschetta topping bruschetta
bruschetta,bruschetta appetizer,2676857,APPETIZER OLIVES,Branded,200.0,0.0,16.7,6.67,appetizer olives
bruschetta,bruschetta appetizer,2093934,EGGPLANT APPETIZER,Branded,118.0,1.82,10.0,8.18,eggplant appetizer
bruschetta,bruschetta appetizer,2443099,EGGPLANT APPETIZER,Branded,150.0,2.0,13.0,6.0,eggplant appetizer
bruschetta,bruschetta appetizer,2067160,PASTRY APPETIZERS,Branded,333.0,5.21,20.8,29.2,pastry appetizers
bruschetta,bruschetta appetizer,2025895,BRUSCHETTA,Branded,94.0,4.06,7.81,6.25,bruschetta
bruschetta,bruschetta appetizer,2420244,BRUSCHETTA,Branded,83.0,0.0,8.33,6.67,bruschetta
bruschetta,bruschetta appetizer,2449461,BRUSCHETTA,Branded,133.0,0.0,13.3,6.67,bruschetta
bruschetta,bruschetta appetizer,2134443,BRUSCHETTA,Branded,71.0,0.0,5.36,3.57,bruschetta
bruschetta,bruschetta appetizer,2085320,BRUSCHETTA,Branded,48.0,0.0,3.23,6.45,bruschetta
bruschetta,bruschetta appetizer,1913840,BRUSCHETTA,Branded,83.0,0.0,6.67,3.33,bruschetta
bruschetta,bruschetta appetizer,1814127,BRUSCHETTA,Branded,70.0,1.0,5.0,5.0,bruschetta
bruschetta,grilled bread with tomato topping,2705803,"Grilled cheese sandwich, American cheese, on wheat bread",Survey (FNDDS),341.0,12.05,20.98,26.13,grilled cheese sandwich american cheese on wheat bread
bruschetta,grilled bread with tomato topping,2705802,"Grilled cheese sandwich, American cheese, on white bread",Survey (FNDDS),343.0,11.03,20.78,28.09,grilled cheese sandwich american cheese on white bread
bruschetta,grilled bread with tomato topping,2705805,"Grilled cheese sandwich, cheddar cheese, on wheat bread",Survey (FNDDS),366.0,14.4,23.46,24.42,grilled cheese sandwich cheddar cheese on wheat bread
bruschetta,grilled bread with tomato topping,2705804,"Grilled cheese sandwich, cheddar cheese, on white bread",Survey (FNDDS),368.0,13.38,23.26,26.38,grilled cheese sandwich cheddar cheese on white bread
bruschetta,grilled bread with tomato topping,2705807,"Grilled cheese sandwich, reduced fat cheese, on wheat bread",Survey (FNDDS),305.0,12.34,16.25,27.38,grilled cheese sandwich reduced fat cheese on wheat bread
bruschetta,grilled bread with tomato topping,2705806,"Grilled cheese sandwich, reduced fat cheese, on white bread",Survey (FNDDS),307.0,11.32,16.05,29.33,grilled cheese sandwich reduced fat cheese on white bread
bruschetta,grilled bread with tomato topping,170708,"SUBWAY, meatball marinara sub on white bread (no toppings)",SR Legacy,917.0,9.77,8.45,26.0,subway meatball marinara sub on white bread no toppings
bruschetta,grilled bread with tomato topping,174880,"Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled",SR Legacy,151.0,31.9,2.63,0.0,veal leg top round cap off cutlet boneless cooked grilled
bruschetta,grilled bread with tomato topping,170368,"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",SR Legacy,182.0,17.3,4.57,16.8,fast foods grilled chicken filet sandwich with lettuce tomato and spread
bruschetta,grilled bread with tomato topping,2706357,"Scallops, grilled",Survey (FNDDS),108.0,15.3,2.89,4.04,scallops grilled
bruschetta,grilled bread with tomato topping,2706362,"Shrimp, grilled",Survey (FNDDS),110.0,17.26,3.55,1.16,shrimp grilled
bruschetta,grilled bread with tomato topping,170316,"SUBWAY, tuna sub on white bread with lettuce and tomato",SR Legacy,221.0,12.3,12.0,16.0,subway tuna sub on white bread with lettuce and tomato
bruschetta,grilled bread with tomato topping,2706090,"Chicken fillet, grilled",Survey (FNDDS),151.0,22.31,5.81,2.36,chicken fillet grilled
bruschetta,grilled bread with tomato topping,170752,"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",SR Legacy,220.0,17.2,8.05,19.9,fast foods grilled chicken bacon and tomato club sandwich with cheese lettuce and mayonnaise
bruschetta,grilled bread with tomato topping,170312,"SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato",SR Legacy,856.0,10.1,6.41,26.7,subway b l t sub on white bread with bacon lettuce and tomato
caesar_salad,caesar salad,1916135,CAESAR SALAD,Branded,190.0,4.0,16.0,8.0,caesar salad
caesar_salad,caesar salad,2096004,CAESAR SALAD,Branded,189.0,5.91,15.8,7.48,caesar salad
caesar_salad,caesar salad,1793886,CAESAR SALAD,Branded,212.0,7.07,18.5,5.98,caesar salad
caesar_salad,caesar salad,2597900,CAESAR SALAD,Branded,140.0,3.0,12.0,6.0,caesar salad
caesar_salad,caesar salad,2068407,CAESAR SALAD,Branded,156.0,7.78,11.8,4.32,caesar salad
caesar_salad,caesar salad,2709591,"Caesar salad, with romaine, no dressing",Survey (FNDDS),77.0,4.0,3.41,7.49,caesar salad with romaine no dressing
caesar_salad,caesar salad,169055,"Salad dressing, caesar dressing, regular",SR Legacy,2270.0,2.17,57.8,3.3,salad dressing caesar dressing regular
caesar_salad,caesar salad,171045,"Salad dressing, caesar, fat-free",SR Legacy,547.0,1.47,0.23,30.7,salad dressing caesar fat free
caesar_salad,caesar salad,169877,"Salad dressing, caesar, low calorie",SR Legacy,460.0,0.3,4.4,18.6,salad dressing caesar low calorie
caesar_salad,caesar salad,2710199,Caesar dressing,Survey (FNDDS),542.0,2.17,57.85,3.3,caesar dressing
caesar_salad,caesar salad,2706818,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",Survey (FNDDS),63.0,8.52,1.94,2.99,chicken or turkey caesar garden salad chicken and or turkey lettuce tomato cheese no dressing
caesar_salad,caesar salad,2710219,"Caesar dressing, light",Survey (FNDDS),110.0,0.3,4.4,18.6,caesar dressing light
caesar_salad,caesar salad,2706819,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",Survey (FNDDS),115.0,6.31,6.85,7.08,chicken or turkey breaded fried caesar garden salad chicken and or turkey lettuce tomatoes cheese no dressing
caesar_salad,caesar salad,2396522,"CAESAR SALAD CROUTONS, CAESAR SALAD",Branded,429.0,14.3,14.3,71.4,caesar salad croutons caesar salad
caesar_salad,caesar salad,2710230,"Caesar dressing, fat free",Survey (FNDDS),131.0,1.47,0.23,30.73,caesar dressing fat free
cannoli,cannoli,1942720,CANNOLI,Branded,328.0,6.32,14.7,42.1,cannoli
cannoli,cannoli,1997295,"CANNOLI DIP, CANNOLI",Branded,286.0,10.7,10.7,28.6,cannoli dip cannoli
cannoli,cannoli,2539102,"CANNOLI 7 INCH CAKE, CANNOLI",Branded,450.0,6.25,31.2,51.2,cannoli inch cake cannoli
cannoli,cannoli,2569651,"ITALIAN CANNOLI GELATO, ITALIAN CANNOLI",Branded,175.0,5.15,7.22,25.8,italian cannoli gelato italian cannoli
cannoli,cannoli,2634176,"ITALIAN CANNOLI GELATO, ITALIAN CANNOLI",Branded,,5.15,7.22,25.8,italian cannoli gelato italian cannoli
cannoli,cannoli,2612871,CANNOLI COOKIES,Branded,393.0,7.14,17.9,46.4,cannoli cookies
cannoli,cannoli,2506356,CANNOLI CREAM,Branded,250.0,7.14,8.93,33.9,cannoli cream
cannoli,cannoli,2319966,CANNOLI DIPPERS,Branded,327.0,7.08,13.3,43.4,cannoli dippers
cannoli,cannoli,2463534,CANNOLI PIE,Branded,372.0,3.85,16.7,48.7,cannoli pie
cannoli,cannoli,2495157,MINI CANNOLI,Branded,318.0,6.82,13.6,38.6,mini cannoli
cannoli,cannoli,2283211,"VANILLA CANNOLI COFFEE CREAMER, VANILLA CANNOLI",Branded,233.0,0.0,10.0,33.3,vanilla cannoli coffee creamer vanilla cannoli
cannoli,cannoli,2553918,"CANNOLI DIP WITH CHOCOLATE CHIPS & CANNOLI CHIPS, CHOCOLATE CHIPS & CANNOLI CHIPS",Branded,319.0,10.6,14.2,36.3,cannoli dip with chocolate chips cannoli chips chocolate chips cannoli chips
cannoli,cannoli,1995446,"CANNOLI DIP WITH CHOCOLATE CHIPS, CANNOLI WITH CHOCOLATE CHIPS",Branded,286.0,10.7,12.5,32.1,cannoli dip with chocolate chips cannoli with chocolate chips
cannoli,cannoli,1790786,CANNOLI CHIP PLATTER,Branded,579.0,3.51,54.4,21.0,cannoli chip platter
cannoli,cannoli,2321894,"TRADITIONAL CANNOLI, TRADITIONAL",Branded,312.0,12.0,14.4,30.4,traditional cannoli traditional
caprese_salad,caprese salad,1950083,CAPRESE SALAD,Branded,152.0,5.76,10.5,9.42,caprese salad
caprese_salad,caprese salad,2075769,CAPRESE SALAD,Branded,148.0,3.52,12.0,8.45,caprese salad
caprese_salad,caprese salad,2303365,CAPRESE SALAD,Branded,54.0,,2.72,4.35,caprese salad
caprese_salad,caprese salad,2367375,"CAPRESE SALAD, CAPRESE",Branded,,4.23,7.98,5.16,caprese salad caprese
caprese_salad,caprese salad,2367042,"CAPRESE SALADS, CAPRESE",Branded,159.0,4.95,8.48,15.2,caprese salads caprese
caprese_salad,caprese salad,2369621,"CAPRESE PASTA SALAD, CAPRESE",Branded,279.0,7.14,13.6,33.6,caprese pasta salad caprese
caprese_salad,caprese salad,2384479,"CAPRESE PASTA SALAD, CAPRESE PASTA",Branded,,9.86,17.6,20.4,caprese pasta salad caprese pasta
caprese_salad,caprese salad,2074071,CAPRESE PASTA SALAD,Branded,279.0,7.86,10.7,38.6,caprese pasta salad
caprese_salad,caprese salad,2067024,CAPRESE SALAD KIT,Branded,150.0,3.0,11.0,11.0,caprese salad kit
caprese_salad,caprese salad,1925213,CAVATAPPI CAPRESE SALAD,Branded,200.0,3.57,10.7,20.7,cavatappi caprese salad
caprese_salad,caprese salad,2149098,"COUSCOUS CAPRESE ARTISAN SALADS, COUSCOUS CAPRESE",Branded,321.0,10.7,0.0,71.4,couscous caprese artisan salads couscous caprese
caprese_salad,caprese salad,1793891,BALSAMIC VINAIGRETTE CAPRESE SALAD,Branded,125.0,6.67,8.63,6.27,balsamic vinaigrette caprese salad
caprese_salad,caprese salad,2129528,CAPRESE PESTO PASTA SALAD,Branded,328.0,6.3,23.5,21.4,caprese pesto pasta salad
caprese_salad,caprese salad,2065134,ROASTED TOMATO CAPRESE SALAD,Branded,250.0,8.59,14.1,19.5,roasted tomato caprese salad
caprese_salad,caprese salad,1894369,ROASTED TOMATO CAPRESE SALAD,Branded,133.0,5.49,9.8,5.49,roasted tomato caprese salad
carrot_cake,carrot cake,1897618,CARROT CAKE,Branded,519.0,3.7,33.3,59.3,carrot cake
carrot_cake,carrot cake,2078941,CARROT CAKE,Branded,424.0,2.35,25.9,47.1,carrot cake
carrot_cake,carrot cake,2265380,CARROT CAKE,Branded,372.0,2.33,16.3,58.1,carrot cake
carrot_cake,carrot cake,2321976,CARROT CAKE,Branded,380.0,2.53,21.5,43.0,carrot cake
carrot_cake,carrot cake,1906979,CARROT CAKE,Branded,500.0,3.85,29.2,56.2,carrot cake
carrot_cake,carrot cake,2089281,CARROT CAKE,Branded,352.0,4.23,19.7,40.8,carrot cake
carrot_cake,carrot cake,2543693,CARROT CAKE,Branded,424.0,3.03,28.3,38.4,carrot cake
carrot_cake,carrot cake,2469676,CARROT CAKE,Branded,450.0,2.5,26.2,50.0,carrot cake
carrot_cake,carrot cake,2106151,CARROT CAKE,Branded,533.0,13.3,36.7,46.7,carrot cake
carrot_cake,carrot cake,2707859,"Cake or cupcake, carrot",Survey (FNDDS),374.0,2.49,17.52,51.8,cake or cupcake carrot
carrot_cake,carrot cake,174932,"Cake, pudding-type, carrot, dry mix",SR Legacy,415.0,5.1,9.8,79.2,cake pudding type carrot dry mix
carrot_cake,carrot cake,2709660,"Carrots, raw",Survey (FNDDS),44.0,0.87,0.24,9.68,carrots raw
carrot_cake,carrot cake,2707875,"Cake, fruit cake",Survey (FNDDS),324.0,2.9,9.1,61.6,cake fruit cake
carrot_cake,carrot cake,170500,"Carrot, dehydrated",SR Legacy,341.0,8.1,1.49,79.6,carrot dehydrated
carrot_cake,carrot cake,170393,"Carrots, raw",SR Legacy,173.0,0.93,0.24,9.58,carrots raw
ceviche,ceviche,2706463,Ceviche,Survey (FNDDS),63.0,10.53,0.76,3.58,ceviche
ceviche,ceviche,2090605,CEVICHE,Branded,45.0,4.0,0.5,6.0,ceviche
ceviche,ceviche,1934741,CEVICHE,Branded,53.0,2.65,0.44,10.6,ceviche
ceviche,ceviche,1914681,CEVICHE,Branded,165.0,7.06,14.1,3.53,ceviche
ceviche,ceviche,2434306,CEVICHE SALAD,Branded,60.0,3.0,2.0,8.0,ceviche salad
ceviche,ceviche,2674930,CEVICHE SALAD,Branded,60.0,3.0,2.0,8.0,ceviche salad
ceviche,ceviche,1958665,FISH CEVICHE,Branded,38.0,6.15,0.0,3.08,fish ceviche
ceviche,ceviche,1954649,MIXED CEVICHE,Branded,46.0,6.15,0.0,4.62,mixed ceviche
ceviche,ceviche,2109606,SEAFOOD MIX FOR CEVICHE,Branded,70.0,14.0,1.0,1.0,seafood mix for ceviche
ceviche,ceviche,2241186,ALL NATURAL CEVICHE SALAD,Branded,50.0,5.0,0.0,8.0,all natural ceviche salad
ceviche,ceviche,2673771,"CEVICHE MARINADE, CITRUS & SEASONINGS",Branded,33.0,0.0,0.0,6.67,ceviche marinade citrus seasonings
ceviche,ceviche,1946173,"CEVICHE MARINADE, CITRUS & SEASONINGS",Branded,33.0,0.0,0.0,6.67,ceviche marinade citrus seasonings
ceviche,ceviche,2405786,PERUVIAN VEGETABLE CEVICHE CAULIFLOWER QUICK MEAL,Branded,76.0,2.22,2.67,10.2,peruvian vegetable ceviche cauliflower quick meal
ceviche,fish ceviche,1958665,FISH CEVICHE,Branded,38.0,6.15,0.0,3.08,fish ceviche
ceviche,fish ceviche,2706463,Ceviche,Survey (FNDDS),63.0,10.53,0.76,3.58,ceviche
ceviche,fish ceviche,174195,"Fish, fish sticks, frozen, prepared",SR Legacy,1160.0,11.0,16.2,21.7,fish fish sticks frozen prepared
ceviche,fish ceviche,171606,Fish broth,SR Legacy,67.0,2.0,0.6,0.4,fish broth
ceviche,fish ceviche,2706460,Fish curry,Survey (FNDDS),93.0,4.94,5.42,6.65,fish curry
ceviche,fish ceviche,2706457,Fish sauce,Survey (FNDDS),35.0,5.06,0.01,3.64,fish sauce
ceviche,fish ceviche,2706232,"Fish, anchovy",Survey (FNDDS),210.0,28.89,9.71,0.0,fish anchovy
ceviche,fish ceviche,2706229,"Fish, canned",Survey (FNDDS),156.0,23.19,6.3,0.0,fish canned
ceviche,fish ceviche,2706233,"Fish, carp",Survey (FNDDS),213.0,19.97,10.72,7.79,fish carp
ceviche,fish ceviche,2706246,"Fish, croaker",Survey (FNDDS),189.0,19.92,8.17,7.79,fish croaker
ceviche,fish ceviche,2706247,"Fish, eel",Survey (FNDDS),273.0,20.61,17.07,7.79,fish eel
ceviche,fish ceviche,2706260,"Fish, halibut",Survey (FNDDS),175.0,20.73,6.24,7.79,fish halibut
ceviche,fish ceviche,2706261,"Fish, herring",Survey (FNDDS),245.0,20.1,14.32,7.79,fish herring
ceviche,fish ceviche,2706269,"Fish, mullet",Survey (FNDDS),202.0,21.56,8.82,7.79,fish mullet
ceviche,fish ceviche,2706224,"Fish, NFS",Survey (FNDDS),238.0,19.32,14.52,6.64,fish nfs
ceviche,raw fish marinated in lemon juice,167747,"Lemon juice, raw",SR Legacy,22.0,0.35,0.24,6.9,lemon juice raw
ceviche,raw fish marinated in lemon juice,2706223,"Fish, raw",Survey (FNDDS),94.0,17.22,2.34,0.0,fish raw
ceviche,raw fish marinated in lemon juice,171949,"Fish, bluefish, raw",SR Legacy,124.0,20.0,4.24,0.0,fish bluefish raw
ceviche,raw fish marinated in lemon juice,171950,"Fish, burbot, raw",SR Legacy,90.0,19.3,0.81,0.0,fish burbot raw
ceviche,raw fish marinated in lemon juice,171951,"Fish, butterfish, raw",SR Legacy,146.0,17.3,8.02,0.0,fish butterfish raw
ceviche,raw fish marinated in lemon juice,171952,"Fish, carp, raw",SR Legacy,127.0,17.8,5.6,0.0,fish carp raw
ceviche,raw fish marinated in lemon juice,171953,"Fish, cisco, raw",SR Legacy,98.0,19.0,1.91,0.0,fish cisco raw
ceviche,raw fish marinated in lemon juice,171958,"Fish, cusk, raw",SR Legacy,87.0,19.0,0.69,0.0,fish cusk raw
ceviche,raw fish marinated in lemon juice,333374,"Fish, haddock, raw",Foundation,308.0,16.3,0.45,0.0,fish haddock raw
ceviche,raw fish marinated in lemon juice,171964,"Fish, haddock, raw",SR Legacy,309.0,16.3,0.45,0.0,fish haddock raw
ceviche,raw fish marinated in lemon juice,173670,"Fish, ling, raw",SR Legacy,87.0,19.0,0.64,0.0,fish ling raw
